TF	DF	WORD
1	1	crumb
1	1	beed
1	1	4800
1	1	haiku
1	1	stationsradio
1	1	alist
1	1	65f
1	1	pointearn
1	1	72f
1	1	important
1	1	peso
1	1	nineyear
1	1	mn
1	1	100m
1	1	breakfastbrunchlunch
1	1	herewa
1	1	7pmwhat
1	1	aussi
1	1	10leff
1	1	sittingstudi
1	1	sitese
1	1	niceupscal
1	1	shtload
1	1	frimon
1	1	shag
1	1	midstay
1	1	audi
1	1	frizzi
1	1	doorswal
1	1	sleepin
1	1	pessimist
1	1	comfyy
1	1	chapstick
1	1	heneiken
1	1	nutrient
1	1	cudo
1	1	hotelbr
1	1	hovel
1	1	kiehlsthat
1	1	paraben
1	1	highstress
1	1	krista
1	1	barnlik
1	1	yoghurt
1	1	usedno
1	1	helpfuljust
1	1	shampooconditionerbodi
1	1	tobey
1	1	selectionstheir
1	1	deafth
1	1	clusterphob
1	1	stumbel
1	1	lf
1	1	reggaeton
1	1	allit
1	1	glamourama
1	1	corbusi
1	1	experiment
1	1	escapad
1	1	proletariat
1	1	totast
1	1	chari
1	1	miesian
1	1	901500
1	1	exemplifi
1	1	txt
1	1	pachanga
1	1	dancela
1	1	getintheclubfre
1	1	waitingmeanwhil
1	1	unheat
1	1	coown
1	1	fauxni
1	1	choosey
1	1	heheheheh
1	1	pantylin
1	1	vpl
1	1	lauer
1	1	brazil
1	1	hahait
1	1	derulo
1	1	fosho
1	1	hereenough
1	1	shilouett
1	1	bottleserv
1	1	weirdrandom
1	1	psychedel
1	1	promotor
1	1	amalgam
1	1	2poor
1	1	nicetook
1	1	rsvp
1	1	koolaid
1	1	hypnotiq
1	1	lackingpeopl
1	1	pastich
1	1	turkish
1	1	kinziehi
1	1	engrav
1	1	phenom
1	1	gaylot
1	1	candysom
1	1	downturn
1	1	dapper
1	1	gent
1	1	backsid
1	1	clubish
1	1	crowdpriceless
1	1	drinksegreg
1	1	945pm
1	1	dword
1	1	seatbelt
1	1	6ft
1	1	restaurantsloung
1	1	mapl
1	1	rohit
1	1	spearskeshaladi
1	1	thoughti
1	1	britney
1	1	musici
1	1	adamantli
1	1	toastparti
1	1	appetizersa
1	1	victorand
1	1	clubloung
1	1	exponenti
1	1	mea
1	1	openedwa
1	1	cheapo
1	1	chairsget
1	1	rohe
1	1	wane
1	1	uncal
1	1	thirdrat
1	1	weezi
1	1	302020
1	1	raprbpop
1	1	jeezi
1	1	knuckl
1	1	timberlak
1	1	threeparti
1	1	cashier
1	1	franki
1	1	reinforc
1	1	partiesget
1	1	payenough
1	1	nuditi
1	1	boob
1	1	guysgirl
1	1	locationtot
1	1	describedso
1	1	riff
1	1	raff
1	1	yelpw
1	1	hmmquestion
1	1	whove
1	1	nolita
1	1	tribeca
1	1	yearsit
1	1	superhero
1	1	okw
1	1	beheard
1	1	okayif
1	1	oldertam
1	1	doorsa
1	1	jeansandtshirt
1	1	ladidah
1	1	funniest
1	1	withdraw
1	1	strobe
1	1	sangamon
1	1	lata
1	1	rbrockhiphop
1	1	clearer
1	1	pleasingli
1	1	soitil
1	1	zambrano
1	1	soit
1	1	quil
1	1	amic
1	1	nonverb
1	1	chargesuspect
1	1	laughingbecaus
1	1	tackiest
1	1	poofador
1	1	seriouslyfrom
1	1	styley
1	1	steez
1	1	reallif
1	1	nonliv
1	1	jukin
1	1	meatproduc
1	1	transitori
1	1	rot
1	1	nigh
1	1	status
1	1	moot
1	1	falseadvertisey
1	1	baggin
1	1	hennessey
1	1	fullerton
1	1	frodo
1	1	sixhour
1	1	te
1	1	scumbag
1	1	featherhair
1	1	uggboot
1	1	transgress
1	1	pretent
1	1	bootleg
1	1	everelus
1	1	underexpos
1	1	shakedown
1	1	overentitl
1	1	conced
1	1	1994
1	1	latino
1	1	feroci
1	1	stamponwrist
1	1	moneytak
1	1	scribbl
1	1	cess
1	1	fondl
1	1	thalia
1	1	testosteronedriven
1	1	shocker
1	1	132
1	1	titti
1	1	riot
1	1	pervert
1	1	footer
1	1	optin
1	1	unsubscrib
1	1	knowingli
1	1	canspam
1	1	rainbut
1	1	infuri
1	1	guyhi
1	1	backlatino
1	1	saracco
1	1	moscato
1	1	thang
1	1	trippin
1	1	dasti
1	1	bedspillowssheet
1	1	updidnt
1	1	1760
1	1	11132010
1	1	assig
1	1	1901
1	1	freight
1	1	fulloliquor
1	1	rafter
1	1	preboat
1	1	breakfastand
1	1	rivermuch
1	1	roomb
1	1	badso
1	1	cantpretti
1	1	heretot
1	1	bling
1	1	barit
1	1	fountainand
1	1	hotelev
1	1	comfti
1	1	glassescup
1	1	tunisian
1	1	midfebruari
1	1	counterbalanc
1	1	noseble
1	1	timeshighli
1	1	sti
1	1	amroom
1	1	unrefriger
1	1	wag
1	1	squiggli
1	1	fifi
1	1	1250
1	1	effin
1	1	gawdi
1	1	oudat
1	1	literal
1	1	knowldgeabl
1	1	alsolittl
1	1	hintth
1	1	wirey
1	1	convinei
1	1	neigborhood
1	1	halfful
1	1	doublecheck
1	1	purposeaccommod
1	1	viewwhat
1	1	gnormou
1	1	woopdydoo
1	1	ireland
1	1	plusth
1	1	hiltoni
1	1	2524hr
1	1	inchdeep
1	1	sawdust
1	1	cheapass
1	1	superhelp
1	1	unfriger
1	1	respit
1	1	wilt
1	1	strown
1	1	gingerbread
1	1	messup
1	1	libararian
1	1	hiltonabov
1	1	butlet
1	1	acroo
1	1	budgetagain
1	1	albiet
1	1	coupleit
1	1	249
1	1	oldieno
1	1	ballon
1	1	jumpsmok
1	1	celticstyl
1	1	workrel
1	1	elop
1	1	serviceman
1	1	showeror
1	1	ram
1	1	fourin
1	1	tasteso
1	1	gymit
1	1	mindset
1	1	i40
1	1	cleanedappoint
1	1	takeitorleaveit
1	1	welltaken
1	1	undisclos
1	1	100plu
1	1	off55
1	1	setback
1	1	eyewat
1	1	checkingin
1	1	intensifi
1	1	nonholiday
1	1	contagi
1	1	regualr
1	1	litmu
1	1	teleport
1	1	governor
1	1	mercat
1	1	quinn
1	1	foundat
1	1	weightsmachin
1	1	foodbar
1	1	familytim
1	1	eleganceclass
1	1	candid
1	1	hutchinson
1	1	counti
1	1	aftermath
1	1	republican
1	1	foodstuff
1	1	porsch
1	1	calibr
1	1	viola
1	1	scoundrel
1	1	kutcher
1	1	ashton
1	1	lace
1	1	navigatorso
1	1	3ring
1	1	bankmak
1	1	antiqueold
1	1	borgcubelik
1	1	interiorstylewis
1	1	antiallerg
1	1	empireish
1	1	anonym
1	1	featheri
1	1	soley
1	1	backdoor
1	1	zig
1	1	zag
1	1	loonngg
1	1	arcac
1	1	lowli
1	1	imm
1	1	hahahahaha
1	1	crackin
1	1	everythingservic
1	1	thow
1	1	cotillion
1	1	hotelabsolut
1	1	upgradedroom
1	1	overchlorin
1	1	exced
1	1	neubert
1	1	hid
1	1	mover
1	1	budgetdefinit
1	1	budgetummfind
1	1	economyghetto
1	1	tountil
1	1	roomssmal
1	1	tabasco
1	1	oldtim
1	1	conventionhotel
1	1	tradeoff
1	1	caddi
1	1	jut
1	1	scrutin
1	1	withon
1	1	mccain
1	1	elementari
1	1	2014
1	1	sitevisit
1	1	bot
1	1	imperi
1	1	covent
1	1	belowaverag
1	1	unrel
1	1	musiak
1	1	perdit
1	1	richard
1	1	fdr
1	1	primal
1	1	kimbl
1	1	12oz
1	1	boulevard
1	1	2s
1	1	harris
1	1	budgetfriendli
1	1	nothat
1	1	heyday
1	1	250hour
1	1	capresso
1	1	6inch
1	1	069
1	1	benadryl
1	1	casecool
1	1	personwith
1	1	winkler
1	1	hotelgo
1	1	20067
1	1	veerri
1	1	gradios
1	1	stride
1	1	z
1	1	barack
1	1	thunderdomish
1	1	afterwardsi
1	1	beauxartstyp
1	1	shimmer
1	1	equiti
1	1	uneth
1	1	exhibitorvendor
1	1	acquisit
1	1	merger
1	1	yeahwait
1	1	filler
1	1	sizes
1	1	museumsdo
1	1	suitsnot
1	1	nirvana
1	1	commonli
1	1	jade
1	1	bathroomphil
1	1	goldcolor
1	1	unveil
1	1	highnumb
1	1	lowbal
1	1	dispatch
1	1	forearm
1	1	doubledoubl
1	1	stupend
1	1	monstrous
1	1	seali
1	1	paleta
1	1	ruben
1	1	jilt
1	1	zapatista
1	1	labradoodl
1	1	1169
1	1	102011
1	1	tastybreakfast
1	1	biker
1	1	unvers
1	1	scorch
1	1	coalit
1	1	mannor
1	1	zucchini
1	1	broth
1	1	panelist
1	1	tablem
1	1	parsnip
1	1	dungeonlik
1	1	rapidli
1	1	lastditch
1	1	psychiatr
1	1	thenfianc
1	1	43night
1	1	escher
1	1	mc
1	1	southeast
1	1	fron
1	1	roombut
1	1	hereask
1	1	multiopt
1	1	cozynot
1	1	quiz
1	1	turd
1	1	anxious
1	1	charmin
1	1	walland
1	1	temporarili
1	1	exorbitantli
1	1	wardrobecloset
1	1	theresnomoldorbug
1	1	modernch
1	1	sneakili
1	1	clorox
1	1	polo
1	1	pushlev
1	1	deaf
1	1	janet
1	1	gatsbi
1	1	avoidatallcost
1	1	germophob
1	1	acid
1	1	solidli
1	1	2700
1	1	85th
1	1	confound
1	1	wififit
1	1	imped
1	1	linear
1	1	gourgeou
1	1	energ
1	1	gist
1	1	gigantor
1	1	hillthey
1	1	bumblefck
1	1	westfield
1	1	anchor
1	1	256k
1	1	strangeunappet
1	1	rectangl
1	1	timemoney
1	1	pullin
1	1	tipif
1	1	sweeter
1	1	facilti
1	1	parm
1	1	pale
1	1	moroni
1	1	meetingconfer
1	1	awesomw
1	1	locationand
1	1	shoppingrestaur
1	1	barlobby2nd
1	1	whateverand
1	1	eveningget
1	1	antic
1	1	bumpkin
1	1	marinara
1	1	ricottaonion
1	1	11672008
1	1	shred
1	1	meringu
1	1	roomsbut
1	1	198so
1	1	parkingdef
1	1	dhl
1	1	currenc
1	1	wiredforbusi
1	1	piven
1	1	sauceprob
1	1	surei
1	1	offth
1	1	pizzanot
1	1	fortunatelynot
1	1	acai
1	1	staffvolunt
1	1	factif
1	1	goingson
1	1	hobbitt
1	1	duckett
1	1	crostini
1	1	ramekin
1	1	estancia
1	1	alumni
1	1	potpi
1	1	restdinn
1	1	crostadelici
1	1	chickenmash
1	1	minivib
1	1	crostada
1	1	tiramisu
1	1	jellyfishbubbl
1	1	fineri
1	1	resplend
1	1	defi
1	1	leprechan
1	1	wasremark
1	1	tomatobasil
1	1	unspeak
1	1	unicorn
1	1	secondbest
1	1	bluetooth
1	1	gloomi
1	1	casinohotel
1	1	solvent
1	1	elsewherefor
1	1	arealiv
1	1	thermo
1	1	33night
1	1	doormenbellstaff
1	1	gottagogottagogottagorightnow
1	1	notquiteattentiveenough
1	1	muststop
1	1	soyouwontgetnoticedbyanyon
1	1	recommendationsreserv
1	1	postiv
1	1	situp
1	1	tonsof
1	1	waswel
1	1	pickier
1	1	signel
1	1	woop
1	1	slob
1	1	hay
1	1	adopt
1	1	20000
1	1	hermit
1	1	japan
1	1	nay
1	1	carolin
1	1	summerlin
1	1	jetblu
1	1	bussubway
1	1	wondr
1	1	nonprofit
1	1	woudl
1	1	butcher
1	1	nightof
1	1	ne
1	1	workliv
1	1	gruel
1	1	output
1	1	venti
1	1	strudel
1	1	threecours
1	1	symposium
1	1	oneway
1	1	duff
1	1	sling
1	1	applaus
1	1	barlobbi
1	1	noisethi
1	1	lobbynot
1	1	eithera
1	1	quartersdoor
1	1	inoper
1	1	blither
1	1	lowris
1	1	waitunless
1	1	gamesbut
1	1	igi
1	1	servicecustom
1	1	paella
1	1	cornbread
1	1	init
1	1	horseradish
1	1	nr
1	1	analtyp
1	1	pliabl
1	1	splint
1	1	hereyoul
1	1	smuggesstuff
1	1	checkoutbil
1	1	whileeven
1	1	5252012
1	1	lmao
1	1	2107
1	1	legionnair
1	1	complainingthi
1	1	nordstom
1	1	onproperti
1	1	2week
1	1	deciph
1	1	contend
1	1	suitegood
1	1	ginormu
1	1	feejust
1	1	missingdetail
1	1	shakespear
1	1	itseem
1	1	youfrom
1	1	balsam
1	1	goblet
1	1	30000
1	1	premarathon
1	1	snifter
1	1	avon
1	1	unsuccess
1	1	transitconveni
1	1	fanvent
1	1	dorito
1	1	lovingli
1	1	shap
1	1	941
1	1	flori
1	1	showerroom
1	1	bathroomslov
1	1	wonderfulhad
1	1	excellentservic
1	1	unmark
1	1	warmnot
1	1	vt
1	1	coctail
1	1	defient
1	1	vocabulari
1	1	servicenot
1	1	hallelujah
1	1	extraordinaryi
1	1	embellish
1	1	fourstori
1	1	poolsauna
1	1	hdmi
1	1	restaurantwin
1	1	couchchair
1	1	okit
1	1	yummiest
1	1	concur
1	1	smush
1	1	coordinat
1	1	reveil
1	1	townerswel
1	1	__
1	1	6908
1	1	meetyourneighbor
1	1	phwooaar
1	1	exceptnot
1	1	howdi
1	1	ohsosweetli
1	1	nonwhisp
1	1	trafficki
1	1	uparound
1	1	blackhawk
1	1	375ml
1	1	stanley
1	1	boi
1	1	persepect
1	1	clo
1	1	lesstoney
1	1	roomspresidenti
1	1	magnificenti
1	1	slighli
1	1	sting
1	1	moorish
1	1	palliat
1	1	soprano
1	1	debrief
1	1	refreshingnot
1	1	tereza
1	1	courteousa
1	1	floati
1	1	gbp
1	1	256
1	1	kbp
1	1	devoid
1	1	32ish
1	1	tyle
1	1	reflexolog
1	1	tater
1	1	veteran
1	1	hotwiregroupon
1	1	lightlysc
1	1	perpendicularli
1	1	laazi
1	1	usedit
1	1	windowthick
1	1	695
1	1	showersink
1	1	brushonastick
1	1	indigest
1	1	poopi
1	1	heartscar
1	1	starpow
1	1	seafoodsteak
1	1	kk
1	1	ampli
1	1	stabl
1	1	sista
1	1	whatevz
1	1	coronari
1	1	contradict
1	1	whichiswhich
1	1	bedi
1	1	grossit
1	1	meg
1	1	coolveri
1	1	handhom
1	1	tventertain
1	1	reviewsit
1	1	springsumm
1	1	12am
1	1	allur
1	1	spade
1	1	barnev
1	1	nonsmokingth
1	1	instrus
1	1	rosari
1	1	maxwel
1	1	ashevil
1	1	ich
1	1	nc
1	1	dispar
1	1	nonboutiqu
1	1	spain
1	1	shabbiest
1	1	bikini
1	1	peon
1	1	qualif
1	1	thirdclass
1	1	steerag
1	1	813
1	1	lightproof
1	1	winecheesechocol
1	1	howeverth
1	1	2stori
1	1	askew
1	1	attic
1	1	twopli
1	1	pointand
1	1	1964
1	1	stuffth
1	1	crustier
1	1	haircut
1	1	shadesdidnt
1	1	torqu
1	1	nationsesqu
1	1	kahlua
1	1	wold
1	1	1111
1	1	1211
1	1	minigetaway
1	1	cathol
1	1	poolboy
1	1	1795
1	1	104
1	1	snucki
1	1	datelin
1	1	hoightytoighti
1	1	shh
1	1	dtown
1	1	microscop
1	1	magnum
1	1	crackberri
1	1	sleepov
1	1	trojan
1	1	tieclad
1	1	ringlead
1	1	cochon
1	1	355
1	1	13th14th
1	1	movinghot
1	1	airsystem
1	1	25lb
1	1	vicepresidenti
1	1	ibahn
1	1	swimsuit
1	1	sophi
1	1	1920sinspir
1	1	blush
1	1	classifi
1	1	jewishhindi
1	1	intercontinentali
1	1	arab
1	1	emir
1	1	abu
1	1	dhabi
1	1	soi
1	1	mke
1	1	sobeauti
1	1	winechocolatechees
1	1	starsbut
1	1	wantne
1	1	roombutyeahh
1	1	hrm
1	1	riverwest
1	1	trendyse
1	1	wellpres
1	1	semidrunk
1	1	stillmi
1	1	ecstat
1	1	clutzi
1	1	wornlook
1	1	onyuck
1	1	mealrecept
1	1	tanzil
1	1	budi
1	1	indefinit
1	1	mystic
1	1	pageantri
1	1	moor
1	1	crusad
1	1	17day
1	1	8000
1	1	heineken
1	1	innexpress
1	1	200pm
1	1	privledg
1	1	wuh
1	1	urself
1	1	gunna
1	1	luggagecloth
1	1	574
1	1	unfeel
1	1	untamp
1	1	experiencebeauti
1	1	storageit
1	1	cinch
1	1	mba
1	1	deton
1	1	springload
1	1	jiggl
1	1	arbitrari
1	1	udpat
1	1	refreshdusti
1	1	datedmor
1	1	rightjust
1	1	partay
1	1	irrelev
1	1	fivehour
1	1	callmessag
1	1	implic
1	1	ipaq
1	1	325
1	1	roachratfre
1	1	misinterpret
1	1	sightseeingor
1	1	roomguy
1	1	showingr
1	1	expound
1	1	coliseumlik
1	1	baccarat
1	1	auberg
1	1	bagelsbreadsmuffin
1	1	capersonionscream
1	1	quebec
1	1	antoinn
1	1	macaroni
1	1	buffetand
1	1	chicagoenough
1	1	hotelpr
1	1	conceig
1	1	cevich
1	1	yearswho
1	1	aaron
1	1	ugliest
1	1	vpn
1	1	midlevel
1	1	cityresid
1	1	allfriendli
1	1	peoria
1	1	barsattract
1	1	plcae
1	1	15h
1	1	divorc
1	1	skylineit
1	1	06
1	1	mbta
1	1	gaygam
1	1	frameeveryth
1	1	1612
1	1	northsouth
1	1	eastwest
1	1	chainrestaur
1	1	yvonn
1	1	cyber
1	1	allen
1	1	mayonas
1	1	tble
1	1	evenbi
1	1	tastless
1	1	deskugh
1	1	holida
1	1	badass
1	1	51411
1	1	michiganavenu
1	1	plumbinghardwar
1	1	eventwed
1	1	drivingin
1	1	moros
1	1	housekeepinglaundri
1	1	undermount
1	1	crick
1	1	overaccommod
1	1	blahdont
1	1	charnita
1	1	129room
1	1	34night
1	1	425
1	1	2048
1	1	picatta
1	1	lakeboth
1	1	popper
1	1	crudit
1	1	offlorida
1	1	hawaiian
1	1	buildingish
1	1	sandl
1	1	cusp
1	1	212436
1	1	ooche
1	1	fathom
1	1	abomin
1	1	kickoff
1	1	couchestuffet
1	1	blockaaprior
1	1	dissuad
1	1	smartphonestablet
1	1	weekend5181252012
1	1	himart
1	1	accessth
1	1	showerbathroom
1	1	sitch
1	1	skywalk
1	1	mf
1	1	dicey
1	1	extracost
1	1	planter
1	1	stayed
1	1	skyhigh
1	1	preoccup
1	1	forafe
1	1	gall
1	1	menber
1	1	uberconveni
1	1	reever
1	1	150under
1	1	foodcak
1	1	compressorsom
1	1	lunchdinn
1	1	poolgym
1	1	advoc
1	1	linnen
1	1	96910
1	1	cablesmith
1	1	minicoffe
1	1	1974
1	1	lowerend
1	1	idl
1	1	grandchildren
1	1	felinni
1	1	woodlamin
1	1	9night
1	1	privacywis
1	1	1007
1	1	alcov
1	1	crepe
1	1	gloss
1	1	103111
1	1	martiott
1	1	aqau
1	1	fireplceveri
1	1	fettucini
1	1	areaa
1	1	coffeethey
1	1	parksso
1	1	benifici
1	1	andriod
1	1	brandspankingnew
1	1	10x
1	1	mariano
1	1	4500
1	1	radiasson
1	1	blui
1	1	handmad
1	1	minibarfridg
1	1	gorgeouss
1	1	plugsoutlet
1	1	ipodradio
1	1	fleck
1	1	millenni
1	1	vegetarianvegan
1	1	coffepot
1	1	undress
1	1	uptoyourneck
1	1	2013
1	1	donewhich
1	1	rba
1	1	aethetit
1	1	roomev
1	1	spaceagain
1	1	bathroomfelt
1	1	tableshav
1	1	tolov
1	1	intric
1	1	permanentlyif
1	1	hallsroom
1	1	offbeat
1	1	megaphon
1	1	ferryboat
1	1	mica
1	1	discoey
1	1	caputo
1	1	peronnel
1	1	filmmak
1	1	81st
1	1	noo
1	1	nontech
1	1	insinu
1	1	forsur
1	1	barnard
1	1	radison
1	1	batroom
1	1	apologis
1	1	architectu
1	1	producst
1	1	aircondition
1	1	thermost
1	1	oversight
1	1	foodthi
1	1	hotelsi
1	1	1715
1	1	werei
1	1	hotelha
1	1	xtra
1	1	underag
1	1	elmi
1	1	reschedul
1	1	csmodern
1	1	sephora
1	1	tyson
1	1	decaff
1	1	freal
1	1	parentsth
1	1	callsemail
1	1	etcthen
1	1	500night
1	1	taller
1	1	nightclubloung
1	1	24room
1	1	cabinetsshelv
1	1	flinston
1	1	fred
1	1	495
1	1	nogo
1	1	908
1	1	gob
1	1	selfhelp
1	1	tediou
1	1	anomali
1	1	purposemodel
1	1	constrict
1	1	artifici
1	1	gooutsid
1	1	iceroom
1	1	wnate
1	1	conierg
1	1	disord
1	1	prerequisit
1	1	hologramsseri
1	1	snobberi
1	1	midland
1	1	boldli
1	1	beddingtowel
1	1	lotionssoapsshampoo
1	1	chancegood
1	1	doenst
1	1	intereact
1	1	beginin
1	1	israel
1	1	deborah
1	1	aruound
1	1	needhowev
1	1	shadowbox
1	1	couldshould
1	1	billwhen
1	1	laterand
1	1	nemesi
1	1	minitour
1	1	wonderlandesqu
1	1	hiplook
1	1	selfimport
1	1	spaceag
1	1	seascap
1	1	intheloop
1	1	nicelytattoo
1	1	underlight
1	1	superstylish
1	1	loungetyp
1	1	wept
1	1	floormat
1	1	overclean
1	1	serpentin
1	1	tuft
1	1	whatcha
1	1	1209
1	1	1210
1	1	moderndefinit
1	1	turnofthecenturi
1	1	cavern
1	1	sleightofey
1	1	wc
1	1	winechampagn
1	1	loungeballroom
1	1	dub
1	1	parrtay
1	1	citya
1	1	etcbut
1	1	viewsbut
1	1	alien
1	1	handom
1	1	ourself
1	1	tweeter
1	1	cultiv
1	1	decormus
1	1	misguid
1	1	ubercontemporari
1	1	speakersat
1	1	tripnoth
1	1	unwash
1	1	ughmaci
1	1	trepid
1	1	boingo
1	1	redid
1	1	holographiclik
1	1	windchil
1	1	valdez
1	1	andwinsid
1	1	centric
1	1	clublik
1	1	730800
1	1	huski
1	1	aiee
1	1	rattlerattlerattl
1	1	modernand
1	1	disguist
1	1	districtstay
1	1	hubub
1	1	nwadelta
1	1	spotter
1	1	champion
1	1	averagegood
1	1	timess
1	1	northbrook
1	1	cosmosipp
1	1	cornerit
1	1	steaki
1	1	thhere
1	1	curtainit
1	1	lowlit
1	1	hotelfeatherb
1	1	perpetu
1	1	pillowsheaven
1	1	uberhip
1	1	duski
1	1	chainbrand
1	1	topclass
1	1	pinkish
1	1	futurist
1	1	breather
1	1	betterthanaverag
1	1	plumshap
1	1	pintsiz
1	1	droolworthi
1	1	champgan
1	1	superorgan
1	1	herebut
1	1	orderedyupa
1	1	milka
1	1	pricei
1	1	timegr
1	1	homebut
1	1	famish
1	1	allaround
1	1	dood
1	1	sumth
1	1	fiddi
1	1	1982
1	1	atrocioiu
1	1	shitstorm
1	1	halfasleep
1	1	hallucin
1	1	nightclubbi
1	1	aestet
1	1	divert
1	1	chilloutesqu
1	1	gardenia
1	1	servicemanagementupkeep
1	1	609
1	1	outsometh
1	1	prissi
1	1	reign
1	1	smallnot
1	1	outrot
1	1	omeletpotatoestoast
1	1	doorstop
1	1	eggsbaconpotatoestoast
1	1	swakidi
1	1	budgethad
1	1	swankswank
1	1	slogan
1	1	1mb
1	1	thinghotel
1	1	mb
1	1	instrument
1	1	bluelin
1	1	bareempti
1	1	ipo
1	1	winecheesefruit
1	1	antihotel
1	1	unintent
1	1	snlworthi
1	1	varianc
1	1	repurpos
1	1	tk
1	1	dobleya
1	1	workday
1	1	dungeon
1	1	wipey
1	1	clubbish
1	1	arrow
1	1	gigolo
1	1	unwieldi
1	1	hoarder
1	1	overbearingli
1	1	mdf
1	1	upgradedar
1	1	finebut
1	1	4x
1	1	roomseven
1	1	bigot
1	1	poolwhich
1	1	kaleidoscop
1	1	hmmthought
1	1	iswait
1	1	uhmno
1	1	ita
1	1	ummi
1	1	wteam
1	1	regi
1	1	youareinterruptingmecheckingintofoursquareunderthet
1	1	hardtogettoknow
1	1	enigma
1	1	uninform
1	1	causal
1	1	screwup
1	1	ether
1	1	gladiat
1	1	tinyth
1	1	mpl
1	1	backchicago
1	1	seriouslysur
1	1	birthdayth
1	1	amazingthey
1	1	frumpi
1	1	kt
1	1	coloc
1	1	mismash
1	1	swash
1	1	okso
1	1	superbad
1	1	1926
1	1	analyst
1	1	tabletop
1	1	leopardzebra
1	1	goldfish
1	1	yucki
1	1	goodman
1	1	schubert
1	1	midst
1	1	rodman
1	1	rightfre
1	1	roomawesom
1	1	jucuzzi
1	1	favoriteaveda
1	1	gurl
1	1	clusterfck
1	1	unstabl
1	1	baton
1	1	103night
1	1	bismarck
1	1	aobut
1	1	wellswashington
1	1	technoin
1	1	firstgo
1	1	poprock
1	1	elevatorlobbyloungebathroom
1	1	racksyou
1	1	fidel
1	1	faceout
1	1	abrupt
1	1	inat
1	1	literallyzero
1	1	15feet
1	1	dickhead
1	1	crapass
1	1	fetish
1	1	pinkbrown
1	1	boozebut
1	1	immers
1	1	seego
1	1	sundayor
1	1	multiroom
1	1	perfumey
1	1	roomsbar
1	1	facesbrush
1	1	depthso
1	1	roomstheyr
1	1	119night
1	1	xl
1	1	738pm
1	1	nighter
1	1	cumberland
1	1	745
1	1	715
1	1	repercuss
1	1	hatch
1	1	craig
1	1	litl
1	1	euros
1	1	127
1	1	definitey
1	1	plesantli
1	1	smallbut
1	1	aokay
1	1	2they
1	1	debbi
1	1	ee
1	1	bewild
1	1	bing
1	1	harumph
1	1	teeniest
1	1	postplay
1	1	cocoacoffe
1	1	awedinstead
1	1	floorbrac
1	1	yourselfwa
1	1	yank
1	1	kimpon
1	1	groban
1	1	passion
1	1	josh
1	1	tumb
1	1	5start
1	1	gill
1	1	winehour
1	1	sprayjet
1	1	rocknrollcok
1	1	animalprint
1	1	twoperson
1	1	youngish
1	1	paternalist
1	1	nonlegshav
1	1	hourhappi
1	1	hugger
1	1	toddi
1	1	lenienc
1	1	leetl
1	1	howd
1	1	yelpstick
1	1	sassi
1	1	tschotsk
1	1	placat
1	1	spunki
1	1	hipa
1	1	adamsnorman
1	1	washbasin
1	1	ansel
1	1	allcap
1	1	musicalnot
1	1	honkey
1	1	lieu
1	1	nectar
1	1	crimson
1	1	hibiscu
1	1	agav
1	1	rockwel
1	1	satan
1	1	eccentr
1	1	cateringev
1	1	retak
1	1	reshoot
1	1	150person
1	1	reaffirm
1	1	weddingplan
1	1	oldchicago
1	1	dancin
1	1	stationalarm
1	1	blech
1	1	winegood
1	1	roombaad
1	1	ergo
1	1	adults
1	1	blk
1	1	lilliputian
1	1	renegoti
1	1	52008
1	1	median
1	1	sidenot
1	1	solidlyearn
1	1	guac
1	1	aida
1	1	zani
1	1	pussi
1	1	roster
1	1	fakey
1	1	dolittl
1	1	2001
1	1	toshiba
1	1	tommi
1	1	chiva
1	1	amreal
1	1	190ish
1	1	1940smeetsikea
1	1	wavi
1	1	eurotrash
1	1	wereonlynicebecauseyoupayu
1	1	dockalarm
1	1	coucheseclect
1	1	cleavag
1	1	springi
1	1	parkgrant
1	1	easyfind
1	1	looptheat
1	1	strandedjust
1	1	spacial
1	1	bookedtocapac
1	1	behoov
1	1	touristsi
1	1	ungrat
1	1	anywaysth
1	1	barwhich
1	1	wank
1	1	bedscertainli
1	1	dunnonon
1	1	inconspicu
1	1	citydwel
1	1	woot
1	1	urrgh
1	1	158
1	1	standminibar
1	1	anniversay
1	1	viceversa
1	1	vino
1	1	chargeralarm
1	1	mischiev
1	1	moldinga
1	1	lusciou
1	1	reviewsuffic
1	1	misheard
1	1	ogilvi
1	1	swag
1	1	funkyretroneat
1	1	2530lb
1	1	1899
1	1	nonsuit
1	1	deskweird
1	1	concierc
1	1	extrodinar
1	1	mutt
1	1	petsit
1	1	rover
1	1	downsnooti
1	1	monstrou
1	1	hutt
1	1	maitr
1	1	itemsincas
1	1	grandli
1	1	deftli
1	1	inbox
1	1	ytype
1	1	freshlypop
1	1	prefect
1	1	plentli
1	1	speacial
1	1	oor
1	1	pasti
1	1	tvcheck
1	1	zumba
1	1	cello
1	1	loungelik
1	1	teriyaki
1	1	cameo
1	1	4cours
1	1	staircasekind
1	1	tipsinform
1	1	batti
1	1	packingget
1	1	oontzi
1	1	wout
1	1	reg
1	1	hipit
1	1	hotelsif
1	1	hairmakeup
1	1	backuntil
1	1	conssmal
1	1	latelymorningal
1	1	bambino
1	1	outofcharact
1	1	602
1	1	fora
1	1	quaff
1	1	yale
1	1	scrupul
1	1	spritzer
1	1	cashola
1	1	367
1	1	drawstr
1	1	19stori
1	1	fresno
